sample,time,RAX_A,RAX_B,RAX_C,RAX_D,RAX_E,RAX_F,RAX_G,RAX_H,Boost_Target,Boost_Error,MAF_Frequency,AFR_O2_WB_ADC,LogEntryDate,LogEntrySeconds,LogNotes,Custom
433,32.550,2793954184,269516800,272892070,459866194,1410616850,590564480,12866379,268439568,11.9951,0,31.25,12.8985,0,0,0,0
434,32.625,2793954184,269516800,272760999,459866193,1410616850,590564480,12931915,251990031,11.9951,0,31.25,12.8486,0,0,0,0
435,32.700,2793954184,252739584,255983783,459866193,1410616851,590564480,12931915,252448527,11.8017,0,31.25,12.7441,0,0,0,0
436,32.775,2793954184,252739584,256114854,451477586,1410616851,590564480,12931915,268439567,11.6082,0,31.25,12.8985,0,0,0,0
437,32.850,2793954184,252739584,256114854,451477586,1410616850,590564480,12866379,251727887,11.9951,0,31.25,12.5898,0,0,0,0
438,32.925,2793954184,252739584,256114854,459866193,1410616850,590564480,12866379,252055311,11.8017,0,31.25,12.6919,0,0,0,0
439,33.000,2793954184,252739584,256114854,459866193,1343245843,573787264,12866379,252514319,11.8017,0,31.25,12.4853,0,0,0,0
440,33.075,2793954184,252739584,256114853,451477585,1343245843,573787264,12866379,252514319,11.8017,0,31.25,12.5898,0,0,0,0
441,33.150,2793954184,252739584,256114853,451477585,1343245843,573787264,12866379,252514319,11.8017,0,31.25,12.4853,0,0,0,0
442,33.225,2793954184,252739584,256114853,451477585,1343245843,573787264,12866379,252514319,11.8017,0,31.25,12.3807,0,0,0,0
443,33.300,2793954184,252739584,256376997,451477585,1343245842,573787264,12866379,252514319,11.8017,0,31.25,12.5375,0,0,0,0
444,33.375,2793954184,252739584,256376997,459866193,1343245842,573787264,12866379,252514319,11.8017,0,31.25,12.7441,0,0,0,0
445,33.450,2793954184,252739584,256114853,459866193,1410616850,573787264,12866379,252514063,11.8017,0,31.25,12.3309,0,0,0,0
446,33.525,2793954184,252739584,256114854,451477585,1410616850,573787264,12866379,252514063,11.6082,0,31.25,12.5375,0,0,0,0
447,33.600,2793954184,252739584,256376997,451477585,1343245843,573787264,12866379,252514319,11.6082,0,31.25,12.5375,0,0,0,0
448,33.675,2793954184,252739584,256376996,459866193,1343245843,573787264,12866379,252514319,11.6082,0,31.25,12.5898,0,0,0,0
449,33.750,2793954184,252739584,256376997,459866193,1343245843,573787264,12800843,252514063,11.6082,0,31.25,12.8486,0,0,0,0
450,33.825,2793954184,252739584,256508068,459866193,1343245843,573787264,12800843,252514063,11.6082,0,31.25,12.5898,0,0,0,0
451,33.900,2793954184,252739584,256245925,459866193,1343245843,573787264,12800843,252514063,11.6082,0,31.25,12.6919,0,0,0,0
452,33.975,2793954184,252739584,256508069,459866193,1343245843,573787264,12931915,252514063,11.6082,0,31.25,12.5898,0,0,0,0
453,34.050,2793954184,252739584,256245926,459866193,1410420243,573787264,12931915,235736846,11.6082,0,31.25,12.8486,0,0,0,0
454,34.125,2793954184,252739584,256245926,443088977,1410420243,573787264,12931915,235736846,11.6082,0,31.25,12.6919,0,0,0,0
455,34.200,2793954184,252739584,256376997,443088977,1343245842,573787264,12931915,235736846,11.6082,0,31.25,12.5898,0,0,0,0
456,34.275,2793954184,252739584,256376997,451477585,1343245842,573787264,12931915,252514063,11.6082,0,31.25,12.7964,0,0,0,0
457,34.350,2793954184,252739584,256376997,451477585,1343245843,573787264,12931915,252514063,11.6082,0,31.25,12.6919,0,0,0,0
458,34.425,2793954184,252739584,256376997,451477585,1343245843,573787264,12866379,235736846,11.6082,0,31.25,12.9508,0,0,0,0
459,34.500,2793954184,252739584,256245925,451477585,1343245843,573787264,12866379,235736846,11.6082,0,31.25,12.7964,0,0,0,0
460,34.575,2793954184,252739584,256376997,443088977,1343245843,573787264,12866379,235736846,11.6082,0,31.25,12.7964,0,0,0,0
461,34.650,2793954184,252739584,256245924,443088977,1343245843,573787264,12866635,235736846,11.6082,0,31.25,12.7441,0,0,0,0
462,34.725,2793954184,252739584,256245924,443088977,1343245843,573787264,12866635,251662095,11.6082,0,31.25,12.6919,0,0,0,0
463,34.800,2793954184,252739584,256376995,443088977,1343245843,573787264,12866635,251662095,11.6082,0,31.25,12.8486,0,0,0,0
464,34.875,2793954184,252739584,256376996,451477584,1343245843,573787264,12932171,251989775,11.6082,0,31.25,12.5898,0,0,0,0
465,34.950,2793954184,252739584,256376994,451477584,1343245843,573787264,12932171,251662095,11.6082,0,31.25,12.5375,0,0,0,0
466,35.025,2793954184,252739584,256376993,443088977,1343245843,573787264,12932171,251662095,11.8017,0,31.25,12.6919,0,0,0,0
467,35.100,2793954184,252739584,256376993,443088977,1343245842,573787264,12932171,251727631,11.8017,0,31.25,12.5898,0,0,0,0
468,35.175,2793954184,252739584,256508064,434700368,1343245842,573787264,12932171,252186383,11.6082,0,31.25,12.7964,0,0,0,0
469,35.250,2793954184,252739584,256376992,434700368,1343245842,557010048,12932171,235736846,11.4147,0,31.25,12.6919,0,0,0,0
470,35.325,2793954184,235962368,239599775,443088976,1343245842,557010048,12932171,235736846,11.4147,0,25,12.6919,0,0,0,0
471,35.400,2793954184,235962368,239599775,443088976,1343245843,557010048,12932171,235736846,11.4147,0,31.25,12.6396,0,0,0,0
472,35.475,2793954184,235962368,239599775,451477584,1343245843,557010048,12932171,235736846,11.4147,0,31.25,12.3309,0,0,0,0
473,35.550,2793954184,235962368,239599775,451477584,1343245842,557010048,12866635,235736846,11.4147,0,31.25,12.433,0,0,0,0
474,35.625,2793954184,235962368,239599775,443088976,1343245842,557010048,12866635,235736846,11.4147,0,25,12.433,0,0,0,0
475,35.700,2793954184,235962368,239599775,443088976,1343245842,557010048,12866635,235736846,11.4147,0,25,12.3807,0,0,0,0
476,35.775,2793954184,235962368,239730846,434700368,1343245842,557010048,12866635,235736846,11.4147,0,25,12.3807,0,0,0,0
477,35.850,2793954184,235962368,239599773,434700368,1343245842,557010048,12866635,235736846,11.4147,0,25,12.2264,0,0,0,0
478,35.925,2793954184,235962368,239599773,434700368,1343245842,557010048,12866635,235736846,11.4147,0,25,12.433,0,0,0,0
479,36.000,2793954184,235962368,239599773,434700368,1343246099,557010048,12866635,235736846,11.4147,0,25,12.3309,0,0,0,0
480,36.075,2793954184,235962368,239599773,434700368,1343246099,557010048,12866635,235736846,11.4147,0,25,12.2786,0,0,0,0
481,36.150,2793954184,235962368,239599772,434700368,1343245842,557010048,12866635,235736846,11.4147,0,25,12.2786,0,0,0,0
482,36.225,2793954184,235962368,239599772,434700368,1343245842,557010048,12866635,235736846,11.4147,0,25,12.5898,0,0,0,0
483,36.300,2793954184,235962368,239599771,434700368,1343245842,557010048,12866635,235736846,11.4147,0,25,12.5898,0,0,0,0
484,36.375,2793954184,235962368,239599770,443088976,1343245842,557010048,12866635,235736846,11.4147,0,25,12.3807,0,0,0,0
485,36.450,2793954184,252739584,256376985,443088976,1343245842,557010048,12801099,235736846,11.6082,0,25,12.5898,0,0,0,0
486,36.525,2793954184,252739584,256376986,443088975,1343245842,557010048,12801099,235736846,11.6082,0,25,12.4853,0,0,0,0
487,36.600,2793954184,252739584,256376985,443088975,1343245842,557010048,12801099,235736846,11.6082,0,25,12.5898,0,0,0,0
488,36.675,2793954184,252739584,256508056,443088975,1343245842,557010048,12866635,235736846,11.6082,0,25,12.433,0,0,0,0
489,36.750,2793954184,252739584,256508056,443088975,1343246098,557010048,12866635,235736846,11.6082,0,25,12.5375,0,0,0,0
490,36.825,2793954184,252739584,256508055,434700367,1343246098,557010048,12866635,235736846,11.6082,0,25,12.3807,0,0,0,0
491,36.900,2793954184,252739584,256639127,434700367,1343245842,557010048,12866635,235736846,11.6082,0,25,12.3807,0,0,0,0
492,36.975,2793954184,252739584,256639127,443088975,1343245842,557010048,12866635,252514063,11.6082,0,25,12.4853,0,0,0,0
493,37.050,2793954184,252739584,256639127,443088975,1343246097,557010048,12866635,252514063,11.6082,0,25,12.4853,0,0,0,0
494,37.125,2793954184,252739584,256508055,443088975,1343246097,557010048,12932171,251662095,11.6082,0,25,12.4853,0,0,0,0
495,37.200,2793954184,252739584,256508055,443088975,1343245842,557010048,12932171,251662095,11.8017,0,25,12.433,0,0,0,0
496,37.275,2793954184,252739584,256639127,451477584,1343245842,557010048,12932171,251662095,11.8017,0,25,12.433,0,0,0,0
497,37.350,2793954184,252739584,256639127,451477584,1343246098,557010048,12866635,251662095,11.8017,0,25,12.2786,0,0,0,0
498,37.425,2793954184,252739584,256508056,451477584,1343246098,557010048,12866635,251662095,11.8017,0,25,12.3807,0,0,0,0
499,37.500,2793954184,252739584,256508055,451477584,1343245842,557010048,12866635,251662095,11.8017,0,25,12.3309,0,0,0,0
500,37.575,2793954184,252739584,256508055,451477583,1343245842,557010048,12932171,251662095,11.8017,0,25,12.3309,0,0,0,0
501,37.650,2793954184,252739584,256508055,451477583,1343245842,557010048,12932171,251662095,11.8017,0,25,12.2786,0,0,0,0
502,37.725,2793954184,252739584,256508055,451477583,1343245842,557010048,12932171,251662095,11.8017,0,25,12.2264,0,0,0,0
503,37.800,2793954184,252739584,256508055,451477583,1343245843,557010048,12932171,251662095,11.8017,0,25,12.3807,0,0,0,0
504,37.875,2793954184,252739584,256508055,451477583,1343245843,557010048,12932171,251662095,11.8017,0,25,12.2786,0,0,0,0
505,37.950,2793954184,252739584,256508057,451477583,1343246098,557010048,12932171,251662095,11.8017,0,31.25,12.3807,0,0,0,0
506,38.025,2793954184,252739584,256508057,451477583,1343246098,557010048,12932171,251662095,11.8017,0,25,12.072,0,0,0,0
507,38.100,2793954184,252739584,256508057,451477583,1343245842,557010048,12932171,251662095,11.8017,0,25,12.3807,0,0,0,0
508,38.175,2793954184,252739584,256376984,451477583,1343245842,557010048,12932171,251662095,11.8017,0,25,12.2264,0,0,0,0
509,38.250,2793954184,252739584,256508055,451477583,1343245842,557010048,12932427,251662095,11.8017,0,25,12.3807,0,0,0,0
510,38.325,2793954184,252739584,256508055,443088975,1343245842,557010048,12932427,251662095,11.8017,0,25,12.3807,0,0,0,0
511,38.400,2793954184,252739584,256508055,443088975,1343245842,557010048,12932427,251662095,11.8017,0,25,12.3807,0,0,0,0
512,38.475,2793954184,252739584,256508055,443088975,1343245842,557010048,12932427,251662095,11.8017,0,25,12.3309,0,0,0,0
513,38.550,2793954184,252739584,256508055,443088975,1343246098,557010048,12932427,251662095,11.8017,0,25,12.3309,0,0,0,0
514,38.625,2793954184,252739584,256508055,443088975,1343246098,557010048,12932427,251662095,11.8017,0,25,12.3309,0,0,0,0
515,38.700,2793954184,252739584,256508054,443088975,1343246098,557010048,12866891,251662095,11.8017,0,25,12.1741,0,0,0,0
516,38.775,2793954184,252739584,256508053,443088975,1343246098,557010048,12866891,251662095,11.8017,0,25,12.2264,0,0,0,0
517,38.850,2793954184,252739584,256508054,443088975,1343245842,557010048,12866891,251662095,11.8017,0,25,12.0197,0,0,0,0
518,38.925,2793954184,252739584,256508054,451477584,1343245842,557010048,12866891,251662095,11.8017,0,25,12.072,0,0,0,0
519,39.000,2793954184,252739584,256508055,451477584,1343245842,557010048,12866891,251662095,11.8017,0,25,12.1243,0,0,0,0
520,39.075,2793954184,252739584,256508054,451477583,1343245842,557010048,12866891,251662095,11.8017,0,25,12.072,0,0,0,0
521,39.150,2793954184,252739584,256508054,451477583,1343245841,557010048,12932427,251662095,11.8017,0,25,12.1243,0,0,0,0
522,39.225,2793954184,252739584,256508054,451477583,1343245841,557010048,12932427,251662095,11.8017,0,25,12.1741,0,0,0,0
523,39.300,2793954184,252739584,256508053,451477583,1343246098,557010048,12932427,251662095,11.8017,0,25,12.1243,0,0,0,0
524,39.375,2793954184,252739584,256639125,451477583,1343246098,557010048,12866891,251662095,11.8017,0,25,12.2786,0,0,0,0
525,39.450,2793954184,252739584,256639125,451477583,1343245842,557010048,12866891,251662095,11.8017,0,25,12.2786,0,0,0,0
526,39.525,2793954184,252739584,256508053,443088975,1343245842,557010048,12866891,251662095,11.8017,0,25,12.433,0,0,0,0
527,39.600,2793954184,252739584,256508053,443088975,1343246098,557010048,12932427,251662095,11.8017,0,25,12.3807,0,0,0,0
528,39.675,2793954184,252739584,256508054,459866191,1343246098,557010048,12932427,251662095,11.8017,0,25,12.2786,0,0,0,0
529,39.750,2793954184,252739584,256508054,459866191,1343246098,557010048,12932427,251662095,11.8017,0,25,12.3309,0,0,0,0
530,39.825,2793954184,252739584,256508055,443088975,1343246098,557010048,12866891,251662095,11.8017,0,25,12.2786,0,0,0,0
531,39.900,2793954184,252739584,256508055,443088975,1343245842,557010048,12866891,251662095,11.8017,0,25,12.2786,0,0,0,0
532,39.975,2793954184,252739584,256508055,443088975,1343245842,557010048,12866891,251662095,11.8017,0,25,12.2786,0,0,0,0
533,40.050,2793954184,252739584,256376984,443088975,1343246098,557010048,12932427,251662095,11.8017,0,25,12.3309,0,0,0,0
534,40.125,2793954184,252739584,256508055,443088975,1343246098,557010048,12932427,251662095,11.8017,0,25,12.3309,0,0,0,0
535,40.200,2793954184,252739584,256508054,443088975,1343245841,557010048,12932427,251662095,11.8017,0,25,12.3309,0,0,0,0
536,40.275,2793954184,252739584,256376983,451477583,1343245841,557010048,12932427,251662095,11.8017,0,25,12.3807,0,0,0,0
537,40.350,2793954184,252739584,256376983,451477583,1343246098,557010048,12932427,251662095,11.8017,0,25,12.2264,0,0,0,0
538,40.425,2793954184,252739584,256508054,451477583,1343246098,557010048,12932427,251662095,11.8017,0,25,12.3309,0,0,0,0
539,40.500,2793954184,252739584,256508055,451477583,1343246098,557010048,12932427,251662095,11.8017,0,25,12.0197,0,0,0,0
540,40.575,2793954184,252739584,256508054,451477584,1343246098,557010048,12932427,251662095,11.8017,0,25,12.1741,0,0,0,0
541,40.650,2793954184,252739584,256508054,451477584,1343245842,557010048,12932427,251662095,11.8017,0,25,12.433,0,0,0,0
542,40.725,2793954184,252739584,256508054,451477583,1343245842,557010048,12932427,251662095,11.8017,0,25,12.1243,0,0,0,0
543,40.800,2793954184,252739584,256508053,451477583,1343246098,557010048,12932427,251662095,11.8017,0,25,12.2786,0,0,0,0
544,40.875,2793954184,252739584,256508053,451477583,1343246098,557010048,12932427,251662095,11.8017,0,25,12.1741,0,0,0,0
545,40.950,2793954184,252739584,256508054,451477583,1343245842,557010048,12932427,251662095,11.8017,0,25,12.1243,0,0,0,0
546,41.025,2793954184,252739584,256508054,451477583,1343245842,557010048,12932427,251662095,11.8017,0,25,12.3309,0,0,0,0
547,41.100,2793954184,252739584,256508054,451477583,1343246098,557010048,12932427,251662095,11.8017,0,25,12.2264,0,0,0,0
548,41.175,2793954184,252739584,256508054,443088975,1343246098,557010048,12866891,251662095,11.8017,0,25,12.3309,0,0,0,0
549,41.250,2793954184,252739584,256508053,443088975,1343245842,557010048,12866891,251662095,11.8017,0,25,12.3309,0,0,0,0
550,41.325,2793954184,252739584,256639125,443088975,1343245842,557010048,12866891,251662095,11.8017,0,25,12.1741,0,0,0,0
551,41.400,2793954184,252739584,256508053,443088975,1343246098,557010048,12866891,251662095,11.8017,0,25,12.1243,0,0,0,0
552,41.475,2793954184,252739584,256508053,451477583,1343246098,557010048,12866891,251662095,11.8017,0,25,12.1243,0,0,0,0
553,41.550,2793954184,252739584,256508052,451477583,1343246098,557010048,12866891,251662095,11.8017,0,25,12.2264,0,0,0,0
554,41.625,2793954184,252739584,256639125,459866191,1343246098,557010048,12932427,251662095,11.8017,0,25,12.072,0,0,0,0
555,41.700,2793954184,252739584,256508054,459866191,1343245842,557010048,12932427,251662095,11.8017,0,25,12.3309,0,0,0,0
556,41.775,2793954184,252739584,256508055,451477583,1343245842,557010048,12932427,251662095,11.8017,0,25,12.2264,0,0,0,0
557,41.850,2793954184,252739584,256508054,451477583,1343245842,557010048,12932427,251662095,11.8017,0,25,12.2786,0,0,0,0
558,41.925,2793954184,252739584,256508053,451477583,1343245842,557010048,12932427,251662095,11.8017,0,25,12.2786,0,0,0,0
559,42.000,2793954184,252739584,256508053,451477583,1343246098,557010048,12932427,251662095,11.8017,0,25,12.2786,0,0,0,0
560,42.075,2793954184,252739584,256508055,443088975,1343246098,557010048,12866891,251662095,11.8017,0,25,12.3807,0,0,0,0
561,42.150,2793954184,252739584,256508053,443088975,1343246097,557010048,12866891,251662095,11.8017,0,25,12.1741,0,0,0,0
562,42.225,2793954184,252739584,256508054,443088975,1343246097,557010048,12866891,251662095,11.8017,0,25,12.2786,0,0,0,0
563,42.300,2793954184,252739584,256508055,443088975,1343245842,557010048,12866891,251662095,11.8017,0,25,12.433,0,0,0,0
564,42.375,2793954184,252739584,256508055,443088975,1343245842,557010048,12866891,251662095,11.8017,0,25,12.3309,0,0,0,0
565,42.450,2793954184,252739584,256508054,443088975,1343246098,557010048,12866891,251662095,11.8017,0,25,12.1243,0,0,0,0
566,42.525,2793954184,252739584,256639125,451477583,1343246098,557010048,12932427,251662095,11.8017,0,25,12.2786,0,0,0,0
567,42.600,2793954184,252739584,256508052,451477583,1343246098,557010048,12932427,251662095,11.8017,0,25,12.2786,0,0,0,0
568,42.675,2793954184,252739584,256508051,459866191,1343246098,557010048,12932427,251662095,11.8017,0,25,12.3309,0,0,0,0
569,42.750,2793954184,252739584,256508052,459866191,1343245842,557010048,12932427,251662095,11.8017,0,25,12.4853,0,0,0,0
570,42.825,2793954184,252739584,256508052,451477583,1343245842,557010048,12932427,251662095,11.8017,0,25,12.5375,0,0,0,0
571,42.900,2793954184,252739584,256508052,451477583,1343246098,557010048,12932427,251662095,11.8017,0,25,12.3807,0,0,0,0
572,42.975,2793954184,252739584,256508051,443088975,1343246098,557010048,12801355,251662095,11.8017,0,25,12.5375,0,0,0,0
573,43.050,2793954184,252739584,256508051,443088975,1343245842,557010048,12801355,251662095,11.9951,0,25,12.3309,0,0,0,0
574,43.125,2793954184,252739584,256508052,451477583,1343245842,557010048,12801355,251662095,11.8017,0,25,12.1243,0,0,0,0
575,43.200,2793954184,252739584,256508052,451477583,1343246098,557010048,12932683,251662095,11.8017,0,25,12.2264,0,0,0,0
576,43.275,2793954184,252739584,256376980,459866191,1343246098,557010048,12932683,251662095,11.8017,0,25,12.0197,0,0,0,0
577,43.350,2793954184,252739584,256376980,459866191,1343246098,557010048,12932683,251662095,11.8017,0,25,12.433,0,0,0,0
578,43.425,2793954184,252739584,256376980,451477583,1343246098,557010048,12932683,251662095,11.8017,0,25,12.4853,0,0,0,0
579,43.500,2793954184,252739584,256376980,451477583,1343246098,557010048,12932683,251662095,11.8017,0,25,12.433,0,0,0,0
580,43.575,2793954184,252739584,256376979,443088975,1343246098,557010048,12932683,251662095,11.9951,0,25,12.1741,0,0,0,0
581,43.650,2793954184,252739584,256508051,443088975,1343246098,557010048,12867147,251662095,11.9951,0,25,12.3309,0,0,0,0
582,43.725,2793954184,252739584,256508050,451477583,1343246098,557010048,12867147,251662095,11.9951,0,25,12.072,0,0,0,0
583,43.800,2793954184,252739584,256245906,451477583,1343245842,624905344,12867147,251662095,11.9951,0,25,12.0197,0,0,0,0
584,43.875,2793954184,269647872,273023122,594083933,1343245842,624905344,12867147,268442128,12.3821,0,31.25,12.072,0,0,0,0
585,43.950,2793954184,387547136,390594708,594083933,2148552466,624905344,12867147,386019351,16.8319,0,50,12.072,0,0,0,0
586,44.025,2793954184,488538112,490733727,795410527,2148552466,741559424,12867147,504177437,17.9927,0,62.5,12.433,0,0,0,0
587,44.100,2793954184,488407040,490995896,795410527,2822807571,741559424,12932683,488250397,17.7992,0,68.75,12.3309,0,0,0,0
588,44.175,2793954184,471433216,474742987,719913053,2822807571,741559424,12932683,471406876,17.2188,0,68.75,12.2264,0,0,0,0
589,44.250,2793954184,437551104,441319644,719913053,2490407993,691227776,12932683,420943385,16.6384,0,68.75,12.1741,0,0,0,0
590,44.325,2793954184,403931136,407896290,610861146,2490407993,691227776,12932683,387257111,15.6711,0,62.5,11.6564,0,0,0,0
591,44.400,2793954184,353599488,357957868,610861146,2085656396,691227776,12932683,353571093,14.5103,0,62.5,11.0887,0,0,0,0
592,44.475,2793954184,319913984,324534513,510197848,2085656396,640896128,12932683,319885331,13.7364,0,56.25,10.6755,0,0,0,0
593,44.550,2793954184,286228480,291242228,510197848,1748537420,640896128,12867147,286199569,12.769,0,50,10.571,0,0,0,0
594,44.625,2793954184,269451264,274465014,443088981,1748537420,640896128,12867147,252579087,11.9951,0,43.75,10.6233,0,0,0,0
595,44.700,2793954184,235831296,240910582,443088981,1546945091,590564480,12867147,235736078,11.4147,0,43.75,11.0365,0,0,0,0
596,44.775,2793954184,219054080,224133363,375980115,1546945091,590564480,12867147,218893325,10.8343,0,37.5,10.8821,0,0,0,0
597,44.850,2793954184,202276864,207225071,375980115,1345091391,590564480,12867147,202050316,10.2539,0,31.25,10.5188,0,0,0,0
598,44.925,2793954184,185499648,190316780,342425680,1345091391,540232832,12867147,185207307,9.6735,0,31.25,11.2431,0,0,0,0
599,45.000,2793954184,168656896,173408483,342425680,1344564537,540232832,12932683,168364554,9.48003,0,31.25,11.0887,0,0,0,0
600,45.075,2793954184,168656896,173146331,334037071,1344564537,540232832,12932683,184551946,9.48003,0,25,11.0365,0,0,0,0
601,45.150,2793954184,185499648,189661396,334037071,1344300335,607341696,12932683,184552459,9.6735,0,31.25,11.2431,0,0,0,0
602,45.225,2793954184,202276864,206438606,384368723,1344300335,607341696,12932683,201395980,10.0604,0,31.25,11.2954,0,0,0,0
603,45.300,2793954184,202342400,206307528,384368723,1343774247,607341696,12932683,201723660,10.6409,0,31.25,11.5542,0,0,0,0
604,45.375,2793954184,219119616,222953668,401145938,1343774247,590564480,12932683,218369805,10.6409,0,31.25,11.7086,0,0,0,0
605,45.450,2793954184,219119616,222822592,401145938,1343248420,590564480,12932683,218762765,10.6409,0,31.25,11.8654,0,0,0,0
606,45.525,2793954184,219119616,222691516,401145938,1343248420,590564480,12932683,218173197,10.6409,0,31.25,11.9152,0,0,0,0
607,45.600,2793954184,219119616,222560441,401145938,1410618133,590564480,12932683,218107405,10.8343,0,31.25,12.1243,0,0,0,0
608,45.675,2793954184,219119616,222429364,409534544,1410618133,590564480,12867147,218369549,10.8343,0,31.25,12.1243,0,0,0,0
609,45.750,2793954184,235962368,239206577,409534544,1410617106,590564480,12867147,234885134,11.0278,0,31.25,12.0197,0,0,0,0
610,45.825,2793954184,235962368,239075501,426311759,1410617106,590564480,12867147,235146766,11.2213,0,31.25,12.2264,0,0,0,0
611,45.900,2793954184,235962368,238944425,426311759,1343245842,590564480,12932683,235081742,11.2213,0,31.25,12.3807,0,0,0,0
612,45.975,2793954184,235962368,238944423,443088977,1343245842,590564480,12932683,234950670,11.4147,0,31.25,12.2786,0,0,0,0
613,46.050,2793954184,235962368,238813347,443088977,1343245842,573787264,12932683,235277838,11.4147,0,31.25,11.9675,0,0,0,0
614,46.125,2793954184,252739584,255721632,443088977,1343245842,573787264,12932683,251662351,11.6082,0,31.25,12.0197,0,0,0,0
615,46.200,2793954184,252739584,256114845,443088977,1343245842,573787264,12932683,251728143,11.8017,0,31.25,12.072,0,0,0,0
616,46.275,2793954184,252739584,256245917,451477584,1343245842,557010048,12932683,252055311,11.8017,0,31.25,12.072,0,0,0,0
617,46.350,2793954184,252739584,255983773,451477584,1343245842,557010048,12932683,251661839,11.6082,0,25,12.1741,0,0,0,0
618,46.425,2793954184,252739584,256114843,434700367,1343245842,557010048,12932683,251662095,11.6082,0,25,12.0197,0,0,0,0
619,46.500,2793954184,252739584,256114841,434700367,1343245842,557010048,12932683,251662095,11.6082,0,25,12.1243,0,0,0,0
620,46.575,2793954184,252739584,256376983,459866193,1343245842,557010048,12867147,251662351,11.6082,0,25,12.072,0,0,0,0
621,46.650,2793954184,252739584,256376982,459866193,1343246098,557010048,12867147,251989775,11.8017,0,25,12.072,0,0,0,0
622,46.725,2793954184,252739584,256376982,451477583,1343246098,557010048,12867147,252317455,11.6082,0,25,12.072,0,0,0,0
623,46.800,2793954184,252739584,256376981,451477583,1343246098,557010048,12867147,252514063,11.6082,0,25,12.1243,0,0,0,0
624,46.875,2793954184,252739584,256376980,451477583,1343246098,557010048,12867147,251662095,11.6082,0,25,12.3807,0,0,0,0
625,46.950,2793954184,252739584,256376979,451477583,1343246098,573787264,12867147,251662095,11.8017,0,25,12.4853,0,0,0,0
626,47.025,2793954184,252739584,256376979,459866191,1343246098,573787264,12932683,251990031,11.9951,0,25,12.1741,0,0,0,0
627,47.100,2793954184,252739584,256508051,459866191,1343245841,573787264,12932683,252317455,11.8017,0,25,12.3309,0,0,0,0
628,47.175,2793954184,252739584,256376980,443088975,1343245841,557010048,12932683,252514063,11.8017,0,25,12.3807,0,0,0,0
629,47.250,2793954184,252739584,256508053,443088975,1343246098,557010048,12867147,268439311,11.8017,0,25,12.2264,0,0,0,0
630,47.325,2793954184,252739584,256376981,451477583,1343246098,557010048,12867147,251662095,11.8017,0,25,12.3309,0,0,0,0
631,47.400,2793954184,252739584,256508053,451477583,1343245842,557010048,12867147,251662095,11.8017,0,25,12.2264,0,0,0,0
632,47.475,2793954184,252739584,256508053,451477583,1343245842,557010048,12801611,251662095,11.8017,0,25,12.2264,0,0,0,0
633,47.550,2793954184,252739584,256376980,451477583,1343245841,557010048,12801611,251662095,11.8017,0,25,12.433,0,0,0,0
634,47.625,2793954184,252739584,256245908,459866191,1343245841,557010048,12801611,251662095,11.8017,0,25,12.4853,0,0,0,0
635,47.700,2793954184,252739584,256245908,459866191,1343246098,557010048,12932939,251662095,11.8017,0,25,12.3807,0,0,0,0
636,47.775,2793954184,252739584,256245907,451477583,1343246098,557010048,12932939,251662095,11.8017,0,25,12.433,0,0,0,0
637,47.850,2793954184,252739584,256376978,451477583,1343246098,557010048,12932939,251662095,11.9951,0,25,12.433,0,0,0,0
638,47.925,2793954184,252739584,256376978,451477583,1343246098,557010048,12932939,268439311,11.9951,0,25,12.4853,0,0,0,0
639,48.000,2793954184,252739584,256245907,451477583,1343246098,557010048,12932939,268439311,11.9951,0,25,12.3807,0,0,0,0
640,48.075,2793954184,252739584,256245907,459866191,1343246098,557010048,12932939,251727631,11.9951,0,25,12.3309,0,0,0,0
641,48.150,2793954184,252739584,256376978,459866191,1343246097,557010048,12932939,268439311,11.9951,0,25,12.4853,0,0,0,0
642,48.225,2793954184,252739584,256376978,459866191,1343246097,557010048,12932939,268439311,11.9951,0,25,12.5375,0,0,0,0
643,48.300,2793954184,252739584,256376977,459866191,1343246098,557010048,12932939,268439567,11.9951,0,25,12.5375,0,0,0,0
644,48.375,2793954184,252739584,256376976,451477583,1343246098,557010048,12867403,268439311,11.9951,0,25,12.4853,0,0,0,0
645,48.450,2793954184,269516800,273154193,451477583,1343246098,557010048,12867403,268439567,11.9951,0,25,12.2786,0,0,0,0
646,48.525,2793954184,269516800,273154192,459866191,1343246098,557010048,12867403,268439311,11.9951,0,25,12.3309,0,0,0,0
647,48.600,2793954184,269516800,273154193,459866191,1343245841,557010048,12867403,268439311,11.9951,0,25,12.5375,0,0,0,0
648,48.675,2793954184,269516800,273154192,459866191,1343245841,557010048,12867403,268439311,11.9951,0,25,12.433,0,0,0,0
649,48.750,2793954184,269516800,273154193,459866191,1343246098,557010048,12867403,268439311,11.9951,0,25,12.2786,0,0,0,0
650,48.825,2793954184,269516800,273154193,451477583,1343246098,557010048,12932939,268439311,11.9951,0,25,12.3309,0,0,0,0
651,48.900,2793954184,252739584,256376978,451477583,1343246098,557010048,12932939,268439311,11.9951,0,25,12.3309,0,0,0,0
652,48.975,2793954184,252739584,256376978,459866191,1343246098,557010048,12932939,268439311,11.9951,0,25,12.2786,0,0,0,0
653,49.050,2793954184,252739584,256376977,459866191,1343246098,557010048,12932939,268439311,11.9951,0,25,12.1741,0,0,0,0
654,49.125,2793954184,252739584,256376978,459866191,1343246098,557010048,12932939,268439311,11.9951,0,25,12.5375,0,0,0,0
